0.000000, 90.000000, 90.000000, 90.000000, 90.000000
-50.000000, 90.000000, 10.000000, 35.000000, 90.000000
0.000000, 90.000000, 90.000000, 90.000000, 90.000000
0.000000, 90.000000, 10.000000, 35.000000, 90.000000
10.616484, 86.411734, 14.497439, 33.596288, 97.550086
0.000000, 90.000000, 10.000000, 35.000000, 90.000000
0.000000, 90.000000, 90.000000, 90.000000, 90.000000
0.000000, 90.000000, 10.000000, 35.000000, 90.000000
10.616484, 86.411734, 14.497439, 33.596288, 97.550086
0.000000, 90.000000, 10.000000, 35.000000, 90.000000
