45.000000, 90.000000, 90.000000, 90.000000, 90.000000
45.000023, 104.532509, 12.028790, 18.434557, 90.000016
38.606828, 76.332367, 40.310145, 18.174591, 85.469624
40.864065, 73.654708, 43.580629, 17.685787, 87.072699
43.211649, 72.085225, 45.562386, 17.334275, 88.735148
45.597164, 71.746475, 45.997638, 17.250189, 90.422296
47.969733, 72.668036, 44.824393, 17.464946, 92.101010
50.277984, 74.772843, 42.204372, 17.896952, 93.737649
52.468000, 77.911160, 38.453454, 18.387253, 95.296028
54.481221, 81.910424, 33.937820, 18.753647, 96.735394
56.252325, 86.606867, 29.003086, 18.829961, 98.008502
57.707215, 91.852238, 23.948369, 18.484990, 99.060014
58.761512, 97.504545, 19.025783, 17.631344, 99.825638
59.320434, 103.411411, 14.446640, 16.233767, 100.232869
59.281697, 109.391187, 10.384390, 14.321175, 100.204614
58.544206, 115.215961, 6.970549, 12.001541, 99.667566
57.026201, 120.602396, 4.284172, 9.473663, 98.567125
54.695611, 125.218962, 2.340349, 7.024475, 96.889134
51.609539, 128.717444, 1.089536, 4.997878, 94.684364
47.947295, 130.789130, 0.441462, 3.727362, 92.085122
44.009533, 131.231705, 0.314891, 3.444972, 89.299548
40.164192, 130.000739, 0.688268, 4.204658, 86.576256
36.756270, 127.221498, 1.613629, 5.863123, 84.150225
34.030290, 123.155284, 3.182201, 8.130030, 82.195118
32.102805, 118.137029, 5.469803, 10.657021, 80.802241
30.981748, 112.511350, 8.497699, 13.120711, 79.987398
30.605644, 106.587939, 12.221148, 15.273087, 79.713175
30.879784, 100.622661, 16.536455, 16.957873, 79.913099
31.700530, 94.819288, 21.292754, 18.105025, 80.510272
32.968353, 89.343101, 26.299759, 18.716634, 81.428922
34.593272, 84.339167, 31.328426, 18.853047, 82.600203
36.495974, 79.950564, 36.105788, 18.622739, 83.964182
38.606833, 76.332362, 40.310151, 18.174590, 85.469627
